date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:58:01	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Jun%202022%2010:17:49%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slick.eot?	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slickd41d.eot	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:02	1380/1380	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Jun%202022%2010:17:52%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slick.woff	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slick.woff	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:02	1892/1892	---M--	200	added ('OK')	font/ttf	date:Mon,%2006%20Jun%202022%2010:17:51%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slick.ttf	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slick.ttf	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:02	2152/2152	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Jun%202022%2010:17:50%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slick.svg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slick.svg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:03	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Jun%202022%2010:17:57%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/fonts/ionicons.eot?v=2.0.0	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/fonts/ionicons28b5.eot	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:04	67904/67904	---M--	200	added ('OK')	font/woff	date:Mon,%2006%20Jun%202022%2010:18:13%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/fonts/ionicons.woff?v=2.0.0	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/fonts/ionicons28b5.woff	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:04	188508/188508	---M--	200	added ('OK')	font/ttf	date:Mon,%2006%20Jun%202022%2010:18:10%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/fonts/ionicons.ttf?v=2.0.0	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/fonts/ionicons28b5.ttf	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:05	866/866	---M--	200	added ('OK')	image/gif	date:Mon,%2006%20Jun%202022%2010:23:50%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/photoswipe/default-skin/preloader.gif	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/photoswipe/default-skin/preloader.gif	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:05	1239/1239	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Jun%202013%2017:12:10%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/owl.video.play.png	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/owl.video.play.png	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:06	1239/1239	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Jun%202013%2017:12:10%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_444444_256x240.png	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_444444_256x240.png	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:06	333834/333834	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Jun%202022%2010:18:06%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/fonts/ionicons.svg?v=2.0.0	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/fonts/ionicons28b5.svg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:06	1239/1239	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Jun%202013%2017:12:10%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_555555_256x240.png	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_555555_256x240.png	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:06	1239/1239	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Jun%202013%2017:12:10%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_ffffff_256x240.png	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_ffffff_256x240.png	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:07	1239/1239	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Jun%202013%2017:12:10%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_777620_256x240.png	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_777620_256x240.png	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:07	1239/1239	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Jun%202013%2017:12:10%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_cc0000_256x240.png	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_cc0000_256x240.png	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:07	1239/1239	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Jun%202013%2017:12:10%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_777777_256x240.png	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/images/ui-icons_777777_256x240.png	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:08	339382/339382	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:18:57%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-1.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-1.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:08	331168/331168	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:19:05%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-2.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-2.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:08	299757/299757	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:19:12%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-3.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-3.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:08	358383/358383	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:19:21%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-4.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-4.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:09	297472/297472	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:19:28%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-5.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-5.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:09	125878/125878	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:19:32%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-6.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-6.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:09	227368/227368	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:19:37%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-7.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-7.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:09	246653/246653	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:19:44%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-8.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/hero-bg-8.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:10	327286/327286	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:19:57%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/parallax-contact.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/parallax-contact.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:10	260533/260533	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:19:50%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/background/parallax-blank.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/background/parallax-blank.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:10	161468/161468	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:23:06%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/services/benefits/1.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/services/benefits/1.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:11	182879/182879	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:23:11%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/services/benefits/2.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/services/benefits/2.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:11	173457/173457	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:23:17%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/services/offers/1.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/services/offers/1.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:11	238553/238553	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:23:23%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/services/offers/2.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/services/offers/2.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:11	175637/175637	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:22:42%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/news/1.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/news/1.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:12	192659/192659	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:22:48%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/news/2.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/news/2.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:12	151675/151675	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:22:52%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/news/3.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/news/3.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:12	260114/260114	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:22:58%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/news/4.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/news/4.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:12	547/547	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jun%202022%2010:23:48%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/photoswipe/default-skin/default-skin.png	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/photoswipe/default-skin/default-skin.png	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/style.css)
23:58:13	41438/41438	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Jun%202022%2011:05:18%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/blog-01.html	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/blog-01.html	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/blog.html)
23:58:13	41434/41434	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Jun%202022%2011:05:20%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/blog-02.html	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/blog-02.html	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/blog.html)
23:58:14	41440/41440	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Jun%202022%2011:05:22%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/blog-03.html	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/blog-03.html	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/blog.html)
23:58:14	41394/41394	---M-Z	200	added ('OK')	text/html	date:Mon,%2006%20Jun%202022%2011:05:24%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/blog-04.html	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/blog-04.html	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/blog.html)
23:58:14	1239/1239	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2016%20Jun%202013%2017:12:10%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/fonts/glyphicons-halflings-regular.svg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/fonts/glyphicons-halflings-regular.svg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:14	2048/2048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2006%20Jun%202022%2010:17:49%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slick.eot	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/css/fonts/slick.eot	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/css/plugins.css)
23:58:16	17953/17953	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:20:03%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/blog/blog-comment/profile-photo-1.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/blog/blog-comment/profile-photo-1.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/blog-01.html)
23:58:16	11494/11494	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Jun%202022%2010:20:04%20GMT	https://www.11-76.com/themes/dinex/02-DARK-MODE/img/blog/blog-comment/profile-photo-2.jpg	D:/Learning/Web%20Development/Restaurant/www.11-76.com/themes/dinex/02-DARK-MODE/img/blog/blog-comment/profile-photo-2.jpg	(from https://www.11-76.com/themes/dinex/02-DARK-MODE/blog-01.html)
